intento: 42 tiempo: 0.019 [0.0279513222917945 0.00369085054621832 0.00320793168830067 0.00354236685465024 0.00313919335225424 0.00345474929875991 0.00374928550810941 0.0043061512648092;0.00369085054621832 0.0275005170472854 0.00368790077157794 0.00467606295518702 0.00273758572511165 0.00399129299768849 0.00369855440472977 0.003614003290509;0.00320793168830067 0.00368790077157794 0.0270254271592525 0.00384967115251488 0.00278164588682565 0.00363112779631616 0.0032481784364204 0.00415254507157564;0.00354236685465024 0.00467606295518702 0.00384967115251488 0.0286214280505383 0.00336077272669878 0.00384245199046655 0.00312144020890903 0.00400320002518663;0.00313919335225424 0.00273758572511165 0.00278164588682565 0.00336077272669878 0.0276580049154317 0.00320465028820618 0.00291149323000542 0.00296923385368311;0.00345474929875991 0.00399129299768849 0.00363112779631616 0.00384245199046655 0.00320465028820618 0.0282859651719625 0.00301889229061128 0.00415333341362814;0.00374928550810941 0.00369855440472977 0.0032481784364204 0.00312144020890903 0.00291149323000542 0.00301889229061128 0.0290698862871576 0.00444374813368247;0.0043061512648092 0.003614003290509 0.00415254507157564 0.00400320002518663 0.00296923385368311 0.00415333341362814 0.00444374813368247 0.0300841471436224]
intento: 44 tiempo: 0.018 [0.0318511108238775 0.00298937771462546 0.00491060715932447 0.00381768633340404 0.00401706843071651 0.00404843720160479 0.00437299679945836 0.00347855974790984;0.00298937771462546 0.0297149198375577 0.00389778074734547 0.00361597116283061 0.00230475417918169 0.00316394886118439 0.00263832093697138 0.00274441590911269;0.00491060715932447 0.00389778074734547 0.0322943965190024 0.00583461719371217 0.00357414982765003 0.00515991653084228 0.00418582455008149 0.00503615754070972;0.00381768633340404 0.00361597116283061 0.00583461719371217 0.0324980663508299 0.00537810938593036 0.00523390060248256 0.00433651420286506 0.00523314683333899;0.00401706843071651 0.00230475417918169 0.00357414982765003 0.00537810938593036 0.0313756821087882 0.00427506692295511 0.0048957225470189 0.00441197602766026;0.00404843720160479 0.00316394886118439 0.00515991653084228 0.00523390060248256 0.00427506692295511 0.0311505333644777 0.00362338025321868 0.00416087987030701;0.00437299679945836 0.00263832093697138 0.00418582455008149 0.00433651420286506 0.0048957225470189 0.00362338025321868 0.0325090325444554 0.00456655360853712;0.00347855974790984 0.00274441590911269 0.00503615754070972 0.00523314683333899 0.00441197602766026 0.00416087987030701 0.00456655360853712 0.0319745145146933]
intento: 46 tiempo: 0.019 [0.0281618120212266 0.00267271777290513 0.00386084333143191 0.00364193366645817 0.00432594048472812 0.00438231980475455 0.00402364788387763 0.00417217480291866;0.00267271777290513 0.0301227489211846 0.00355490570240264 0.00319983849218484 0.0032719968784942 0.00389767311706624 0.00319235052637008 0.00294245675945513;0.00386084333143191 0.00355490570240264 0.0291518495050732 0.00286788262488568 0.00378882579435606 0.00365046822893839 0.00411820849900216 0.00401161476181535;0.00364193366645817 0.00319983849218484 0.00286788262488568 0.0303208667306007 0.00378687852422627 0.00423669571342903 0.00365541371772703 0.00350179485153643;0.00432594048472812 0.0032719968784942 0.00378882579435606 0.00378687852422627 0.0296541957428098 0.00463265798140552 0.00445521194149501 0.00459221487278739;0.00438231980475455 0.00389767311706624 0.00365046822893839 0.00423669571342903 0.00463265798140552 0.029216369680383 0.00455088619487452 0.00441511188501174;0.00402364788387763 0.00319235052637008 0.00411820849900216 0.00365541371772703 0.00445521194149501 0.00455088619487452 0.0307930764877601 0.00379135089097984;0.00417217480291866 0.00294245675945513 0.00401161476181535 0.00350179485153643 0.00459221487278739 0.00441511188501174 0.00379135089097984 0.0308874939163851]
intento: 48 tiempo: 0.019 [0.0282415891306272 0.00338487462309411 0.00399560579675428 0.00387931683128953 0.00330874773009268 0.00481019118040206 0.00343272124097138 0.00245676049607114;0.00338487462309411 0.0286878761074839 0.00348861256841832 0.00506442451667173 0.00385213787023483 0.00464900449300475 0.00452366390144475 0.00393463748057857;0.00399560579675428 0.00348861256841832 0.0297513436312146 0.00419642506777113 0.00415695252215069 0.00438030679273725 0.00364959994922708 0.00348541847404491;0.00387931683128953 0.00506442451667173 0.00419642506777113 0.0298530723135604 0.00375442068947888 0.00472628631318677 0.00290597091071154 0.00212323417580142;0.00330874773009268 0.00385213787023483 0.00415695252215069 0.00375442068947888 0.0289993889236575 0.00417133039078164 0.00343973713471065 0.00232814139388177;0.00481019118040206 0.00464900449300475 0.00438030679273725 0.00472628631318677 0.00417133039078164 0.0317977545462149 0.00344152839391945 0.0033958222949608;0.00343272124097138 0.00452366390144475 0.00364959994922708 0.00290597091071154 0.00343973713471065 0.00344152839391945 0.0292207002772933 0.00227897925848535;0.00245676049607114 0.00393463748057857 0.00348541847404491 0.00212323417580142 0.00232814139388177 0.0033958222949608 0.00227897925848535 0.027651658767988]
intento: 50 tiempo: 0.019 [0.028476639371158 0.00346545589696341 0.00343632251298437 0.0033257827547389 0.00486854126036485 0.00417885067702629 0.0036316006498726 0.0043564923639325;0.00346545589696341 0.0276811850981953 0.00283610456334044 0.00239889206227714 0.00349798595080449 0.0040398289310057 0.00285270627799088 0.00309169229778262;0.00343632251298437 0.00283610456334044 0.0272030563837409 0.00295857911892608 0.00346619515883266 0.003601190558516 0.00291763049262505 0.00328120350572582;0.0033257827547389 0.00239889206227714 0.00295857911892608 0.0282215405997178 0.00378591145257322 0.00312133943835981 0.00432239574291031 0.00395563306203566;0.00486854126036485 0.00349798595080449 0.00346619515883266 0.00378591145257322 0.0281062159249493 0.0042336575382625 0.00318185675717511 0.00348814875321703;0.00417885067702629 0.0040398289310057 0.003601190558516 0.00312133943835981 0.0042336575382625 0.0284328284236305 0.00329025748298946 0.00314998863104897;0.0036316006498726 0.00285270627799088 0.00291763049262505 0.00432239574291031 0.00318185675717511 0.00329025748298946 0.0271073440089713 0.0034751813044348;0.0043564923639325 0.00309169229778262 0.00328120350572582 0.00395563306203566 0.00348814875321703 0.00314998863104897 0.0034751813044348 0.0281865457275449]
intento: 52 tiempo: 0.019 [0.0275419483076522 0.00325022257768426 0.00333055519511105 0.00298868019142548 0.00275797930972793 0.00243726592368923 0.00392464618351024 0.00275963788255844;0.00325022257768426 0.0286644102650992 0.00292709408012641 0.00420956826899598 0.00437628593906813 0.00289327185121658 0.00379197704138806 0.00443861926260809;0.00333055519511105 0.00292709408012641 0.0267254086739117 0.00345562853291762 0.00331299412880532 0.00379521370052954 0.00414094644988226 0.00332388420039756;0.00298868019142548 0.00420956826899598 0.00345562853291762 0.0295130481725317 0.00299798929480957 0.00407949040070409 0.0036636591030551 0.00376259023918488;0.00275797930972793 0.00437628593906813 0.00331299412880532 0.00299798929480957 0.0279484872414101 0.00336970952060248 0.00428627101214606 0.00237135746297117;0.00243726592368923 0.00289327185121658 0.00379521370052954 0.00407949040070409 0.00336970952060248 0.0270937040810547 0.00384181734939987 0.0025439558656394;0.00392464618351024 0.00379197704138806 0.00414094644988226 0.0036636591030551 0.00428627101214606 0.00384181734939987 0.0275864546586076 0.0038221403019698;0.00275963788255844 0.00443861926260809 0.00332388420039756 0.00376259023918488 0.00237135746297117 0.0025439558656394 0.0038221403019698 0.0283474886484732]
intento: 54 tiempo: 0.018 [0.031791101814418 0.00332088910823736 0.00475144360974545 0.00377449389328877 0.00391231756309122 0.00319420996907101 0.00269481006710887 0.0030877906525311;0.00332088910823736 0.030849557646202 0.00417984693989193 0.00359683138652114 0.00372683653256917 0.00292794258112691 0.00374498981531053 0.0027707197811353;0.00475144360974545 0.00417984693989193 0.0325760579959411 0.00418599191599346 0.00587781089402825 0.00519774469068366 0.00521362849797596 0.0051011355687128;0.00377449389328877 0.00359683138652114 0.00418599191599346 0.0332647541534658 0.00531486275352161 0.00359812556481355 0.00466517057407932 0.00499243844964835;0.00391231756309122 0.00372683653256917 0.00587781089402825 0.00531486275352161 0.0319619575647005 0.00457409445163631 0.00555838495475663 0.00333291575992836;0.00319420996907101 0.00292794258112691 0.00519774469068366 0.00359812556481355 0.00457409445163631 0.0322189519512755 0.0045141303806948 0.0046118338356746;0.00269481006710887 0.00374498981531053 0.00521362849797596 0.00466517057407932 0.00555838495475663 0.0045141303806948 0.0327086828179705 0.00488574915806688;0.0030877906525311 0.0027707197811353 0.0051011355687128 0.00499243844964835 0.00333291575992836 0.0046118338356746 0.00488574915806688 0.0308715737897503]
intento: 56 tiempo: 0.018 [0.0307620242835999 0.00456069031152222 0.00236768046573939 0.00444379225560735 0.00353176489773197 0.0050211970296029 0.0037640200615229 0.00355828737052136;0.00456069031152222 0.0322616253128304 0.00356751552556674 0.00495332700385813 0.00325434897973586 0.00471336638389328 0.00537783690426229 0.00453845538486218;0.00236768046573939 0.00356751552556674 0.0333073026473377 0.00535722883483881 0.00476380027633753 0.00522514604530827 0.00427002933072996 0.00521416990832435;0.00444379225560735 0.00495332700385813 0.00535722883483881 0.0333871220909916 0.00424315180314733 0.00407715791224708 0.00442569443435084 0.00496977592024263;0.00353176489773197 0.00325434897973586 0.00476380027633753 0.00424315180314733 0.0323677793788958 0.00333916253517306 0.00462441171507547 0.00489284946188806;0.0050211970296029 0.00471336638389328 0.00522514604530827 0.00407715791224708 0.00333916253517306 0.0331828816543949 0.0039632393855609 0.00458499527083002;0.0037640200615229 0.00537783690426229 0.00427002933072996 0.00442569443435084 0.00462441171507547 0.0039632393855609 0.0336983666195255 0.00530916845857294;0.00355828737052136 0.00453845538486218 0.00521416990832435 0.00496977592024263 0.00489284946188806 0.00458499527083002 0.00530916845857294 0.0329295469685884]
intento: 58 tiempo: 0.019 [0.031856379677202 0.0027475850275154 0.00384736574093547 0.00383588815598194 0.00408238013667791 0.00375456354636809 0.00429937267929057 0.00414253368508524;0.0027475850275154 0.0321516719654109 0.00403497118811323 0.00287388638512132 0.00434553103290222 0.00373547428482152 0.00408807572809152 0.00395420297319966;0.00384736574093547 0.00403497118811323 0.0305504653944234 0.0032775098742005 0.00492214342137118 0.00476613060540775 0.00359517122699449 0.00316555616580577;0.00383588815598194 0.00287388638512132 0.0032775098742005 0.0303770970830691 0.00487662597147094 0.00405372903893222 0.00398462396125242 0.00472644903694776;0.00408238013667791 0.00434553103290222 0.00492214342137118 0.00487662597147094 0.0335232891866624 0.00449911943380193 0.00508452561883561 0.00499034901520164;0.00375456354636809 0.00373547428482152 0.00476613060540775 0.00405372903893222 0.00449911943380193 0.0312814302844511 0.00489618467562112 0.00330359200013601;0.00429937267929057 0.00408807572809152 0.00359517122699449 0.00398462396125242 0.00508452561883561 0.00489618467562112 0.0327125802887692 0.00486731904718467;0.00414253368508524 0.00395420297319966 0.00316555616580577 0.00472644903694776 0.00499034901520164 0.00330359200013601 0.00486731904718467 0.0331535924850326]
intento: 60 tiempo: 0.019 [0.0283356027247525 0.00390986057130765 0.00343794023527202 0.00279779378254252 0.00268765245109307 0.0043567180942796 0.00387631837192733 0.00397239595347143;0.00390986057130765 0.0277113279781521 0.00299176408215375 0.00256119347426273 0.00288174466145627 0.00385969559063221 0.0038657744987255 0.00309179169582224;0.00343794023527202 0.00299176408215375 0.0268062838867261 0.00321514557646815 0.00386071693671654 0.00351862258869314 0.0028921099549059 0.00319787020537569;0.00279779378254252 0.00256119347426273 0.00321514557646815 0.026208342637085 0.00275303241583317 0.00393470963580399 0.00352501786774035 0.00326133045130781;0.00268765245109307 0.00288174466145627 0.00386071693671654 0.00275303241583317 0.0267643185138497 0.00381848988321599 0.00437459190109539 0.00297009629041053;0.0043567180942796 0.00385969559063221 0.00351862258869314 0.00393470963580399 0.00381848988321599 0.0277162249430598 0.00458834956025111 0.00350055666867806;0.00387631837192733 0.0038657744987255 0.0028921099549059 0.00352501786774035 0.00437459190109539 0.00458834956025111 0.0293448007538409 0.00447715389149137;0.00397239595347143 0.00309179169582224 0.00319787020537569 0.00326133045130781 0.00297009629041053 0.00350055666867806 0.00447715389149137 0.0285594201348707]
intento: 62 tiempo: 0.018 [0.0272390176778131 0.00293251430628164 0.00373749039154801 0.00306848999008687 0.00345349108041668 0.00410294401351107 0.0027356153205071 0.0034548785104482;0.00293251430628164 0.0267244820798295 0.00387833749472257 0.00371097703988334 0.00335549772888347 0.00386428221464228 0.00357117083612655 0.00276754696801398;0.00373749039154801 0.00387833749472257 0.0275429232077886 0.0037523429271718 0.00391261105007431 0.00373944625730666 0.00387664294421272 0.0033600573377452;0.00306848999008687 0.00371097703988334 0.0037523429271718 0.0286645896136012 0.00431707363951384 0.00358747881070062 0.00379097285856457 0.00384830503752439;0.00345349108041668 0.00335549772888347 0.00391261105007431 0.00431707363951384 0.028807805963684 0.00408540888423717 0.00463195942485145 0.00401257882037963;0.00410294401351107 0.00386428221464228 0.00373944625730666 0.00358747881070062 0.00408540888423717 0.0284105886666491 0.00356806046616091 0.00306621827381863;0.0027356153205071 0.00357117083612655 0.00387664294421272 0.00379097285856457 0.00463195942485145 0.00356806046616091 0.0286475429202782 0.00337314788211007;0.0034548785104482 0.00276754696801398 0.0033600573377452 0.00384830503752439 0.00401257882037963 0.00306621827381863 0.00337314788211007 0.0279834637936325]
intento: 64 tiempo: 0.017 [0.0261724659284522 0.00321965433125894 0.00306135280808637 0.00341513193568361 0.00372161360278862 0.00399957702043176 0.00240867636180152 0.00337445244736624;0.00321965433125894 0.0246311414745307 0.00256923637433483 0.00325203826280281 0.00334462803545725 0.0038011139184088 0.00307184199307773 0.00373868711254182;0.00306135280808637 0.00256923637433483 0.0240482084861664 0.00273207785860816 0.00290834947358157 0.00231067897346615 0.0031965020393322 0.0029853439005239;0.00341513193568361 0.00325203826280281 0.00273207785860816 0.0251560899443192 0.00387654900074032 0.0034293024964974 0.00321730349594742 0.00283668528924994;0.00372161360278862 0.00334462803545725 0.00290834947358157 0.00387654900074032 0.0255259862917202 0.00353364356813689 0.00332601629203561 0.00327655820983361;0.00399957702043176 0.0038011139184088 0.00231067897346615 0.0034293024964974 0.00353364356813689 0.0267964639798881 0.00307888554292799 0.00303703862640659;0.00240867636180152 0.00307184199307773 0.0031965020393322 0.00321730349594742 0.00332601629203561 0.00307888554292799 0.0246499702121386 0.00347331667699999;0.00337445244736624 0.00373868711254182 0.0029853439005239 0.00283668528924994 0.00327655820983361 0.00303703862640659 0.00347331667699999 0.0259535116045759]
intento: 66 tiempo: 0.02 [0.0283671384603144 0.00351089393527396 0.00410488800039896 0.00358172858634961 0.00312482260377361 0.00435479726467355 0.00356283108957929 0.00340398004497179;0.00351089393527396 0.0285348653596553 0.00348094521429646 0.00327040735191109 0.00384624165620918 0.00346310823404298 0.0040014215871358 0.00371450914810421;0.00410488800039896 0.00348094521429646 0.0285734336724672 0.00218729584058298 0.00217141947189466 0.00320965790138885 0.00412455989208541 0.00368484825513091;0.00358172858634961 0.00327040735191109 0.00218729584058298 0.028860581716725 0.00407447097961534 0.0039993538732398 0.00357256042996983 0.00295846521201283;0.00312482260377361 0.00384624165620918 0.00217141947189466 0.00407447097961534 0.0284959229094927 0.00407945508235547 0.00360047476245554 0.00279767198983951;0.00435479726467355 0.00346310823404298 0.00320965790138885 0.0039993538732398 0.00407945508235547 0.0294291635296209 0.00317086207007331 0.00461360926019206;0.00356283108957929 0.0040014215871358 0.00412455989208541 0.00357256042996983 0.00360047476245554 0.00317086207007331 0.0280247058802515 0.00334328130951413;0.00340398004497179 0.00371450914810421 0.00368484825513091 0.00295846521201283 0.00279767198983951 0.00461360926019206 0.00334328130951413 0.0290570696347871]
intento: 68 tiempo: 0.019 [0.031029934731829 0.00400235703892939 0.00416147675364005 0.00389884138419022 0.00436995935206668 0.00380010363642042 0.00335466030775485 0.00408903514670899;0.00400235703892939 0.0308045745177737 0.00360498577259307 0.00326311329295577 0.00432926500301341 0.00316375015884331 0.00281714046152451 0.00415633541453668;0.00416147675364005 0.00360498577259307 0.0323230719226402 0.00388213883528101 0.00584257534354876 0.00380104679573666 0.00316691055019729 0.00406360680538469;0.00389884138419022 0.00326311329295577 0.00388213883528101 0.0311737556952992 0.0053498725245544 0.00506837754662863 0.0044757000543188 0.00400061793829626;0.00436995935206668 0.00432926500301341 0.00584257534354876 0.0053498725245544 0.0313961597809202 0.0041674647241558 0.00379028998679691 0.00564502355596898;0.00380010363642042 0.00316375015884331 0.00380104679573666 0.00506837754662863 0.0041674647241558 0.0298731896741123 0.00303731557326482 0.00420301100834321;0.00335466030775485 0.00281714046152451 0.00316691055019729 0.0044757000543188 0.00379028998679691 0.00303731557326482 0.0293211493990732 0.00250406154266922;0.00408903514670899 0.00415633541453668 0.00406360680538469 0.00400061793829626 0.00564502355596898 0.00420301100834321 0.00250406154266922 0.0325897706479134]
intento: 70 tiempo: 0.019 [0.0272874482094902 0.0033493824241637 0.00301262960104858 0.00301903129468499 0.00432189522729693 0.00280780306577562 0.00275070884926019 0.00352836783899826;0.0033493824241637 0.0294101999147853 0.00434339929658393 0.00349991561835101 0.00445228268720617 0.00367185061603651 0.00351425056692194 0.00292708937714463;0.00301262960104858 0.00434339929658393 0.0295848558964955 0.00441961270163101 0.00497710918663173 0.00441608399406449 0.00397392941057713 0.00388629707503474;0.00301903129468499 0.00349991561835101 0.00441961270163101 0.0288692544709911 0.00311889886841029 0.00454171932585031 0.00259525862647582 0.00204301742592182;0.00432189522729693 0.00445228268720617 0.00497710918663173 0.00311889886841029 0.0299588610764305 0.00399854496754184 0.00384882451206579 0.0046365383307946;0.00280780306577562 0.00367185061603651 0.00441608399406449 0.00454171932585031 0.00399854496754184 0.0297608069682967 0.00290400678817083 0.00364456827614092;0.00275070884926019 0.00351425056692194 0.00397392941057713 0.00259525862647582 0.00384882451206579 0.00290400678817083 0.028767300387342 0.00351587512717064;0.00352836783899826 0.00292708937714463 0.00388629707503474 0.00204301742592182 0.0046365383307946 0.00364456827614092 0.00351587512717064 0.0279825172013244]
intento: 72 tiempo: 0.018 [0.0290840885709673 0.00320859234591812 0.00461630159651754 0.00409069715023316 0.0035040321013988 0.00431337632761046 0.00278556357876754 0.00370352629018579;0.00320859234591812 0.0287757188837723 0.00447454326027851 0.00307888893697092 0.0050086819283947 0.00391783723877355 0.0032470535793038 0.0038116212036057;0.00461630159651754 0.00447454326027851 0.0308547087979539 0.00360341158931642 0.00518188988429231 0.00536909156626827 0.00284222377763508 0.00522391630943882;0.00409069715023316 0.00307888893697092 0.00360341158931642 0.0297137302793267 0.00384945958137428 0.00379990860096136 0.00296572292980733 0.00434257217030929;0.0035040321013988 0.0050086819283947 0.00518188988429231 0.00384945958137428 0.0306709468238696 0.00430541267421285 0.00368357195751555 0.00463475066237167;0.00431337632761046 0.00391783723877355 0.00536909156626827 0.00379990860096136 0.00430541267421285 0.0308897596013385 0.00245199440318664 0.0049009741581582;0.00278556357876754 0.0032470535793038 0.00284222377763508 0.00296572292980733 0.00368357195751555 0.00245199440318664 0.0284415425731748 0.00330906984531528;0.00370352629018579 0.0038116212036057 0.00522391630943882 0.00434257217030929 0.00463475066237167 0.0049009741581582 0.00330906984531528 0.0316037136379049]
intento: 74 tiempo: 0.019 [0.0330212343966576 0.00284056306530351 0.00421962537151968 0.00482168191573339 0.00311025610897242 0.00498400891274738 0.00437860719562844 0.00451718103085407;0.00284056306530351 0.0322888270728396 0.00461354016214968 0.00538633034757557 0.00339619888587681 0.00654529695231244 0.00475612627467815 0.00410925073587304;0.00421962537151968 0.00461354016214968 0.0310053220889448 0.00413126739010162 0.00255416894293185 0.00450138286603764 0.00330333167696012 0.00550185680560861;0.00482168191573339 0.00538633034757557 0.00413126739010162 0.0321285672088895 0.00371260691633578 0.00490794119323681 0.00420406339407622 0.00492186772122716;0.00311025610897242 0.00339619888587681 0.00255416894293185 0.00371260691633578 0.0299766862534309 0.00414978240174883 0.00245805277745999 0.00352181926570425;0.00498400891274738 0.00654529695231244 0.00450138286603764 0.00490794119323681 0.00414978240174883 0.0336257269065567 0.00372664058590432 0.00564079297929507;0.00437860719562844 0.00475612627467815 0.00330333167696012 0.00420406339407622 0.00245805277745999 0.00372664058590432 0.0310196627569259 0.00347703057077494;0.00451718103085407 0.00410925073587304 0.00550185680560861 0.00492186772122716 0.00352181926570425 0.00564079297929507 0.00347703057077494 0.0326906944257305]
intento: 76 tiempo: 0.018 [0.0290628495727542 0.00324178527309677 0.00326175564082282 0.00301638169917609 0.00379527677260428 0.00378637690799588 0.0040142548957624 0.003103694799708;0.00324178527309677 0.0292587900073254 0.00420738707736775 0.00378413746984497 0.00381827308443732 0.00355367037317428 0.0048052285953402 0.00373238793875907;0.00326175564082282 0.00420738707736775 0.0284163379348897 0.0032677995700192 0.00397806589752994 0.00374854760831812 0.00432226461947829 0.00415064064120145;0.00301638169917609 0.00378413746984497 0.0032677995700192 0.0294089083656799 0.00424928055126976 0.00369984288707673 0.00386904370629714 0.0035752608283947;0.00379527677260428 0.00381827308443732 0.00397806589752994 0.00424928055126976 0.0290147853737717 0.00445550236622889 0.00423039125505119 0.0031420445337777;0.00378637690799588 0.00355367037317428 0.00374854760831812 0.00369984288707673 0.00445550236622889 0.0293022360092821 0.00449771671627573 0.00510572935707516;0.0040142548957624 0.0048052285953402 0.00432226461947829 0.00386904370629714 0.00423039125505119 0.00449771671627573 0.0305456571395509 0.00322590724515595;0.003103694799708 0.00373238793875907 0.00415064064120145 0.0035752608283947 0.0031420445337777 0.00510572935707516 0.00322590724515595 0.0297112853535761]
intento: 78 tiempo: 0.019 [0.0306357670661684 0.00369755563384528 0.0035405407030748 0.00404236335158128 0.00320811708593755 0.00477214715093051 0.00364250009558136 0.00544041926639407;0.00369755563384528 0.0317191251443638 0.00360190732860243 0.00328703300672963 0.00303543795213361 0.00461171684929793 0.00340118744368493 0.00380410895369297;0.0035405407030748 0.00360190732860243 0.0287722998678548 0.00357243515288778 0.00398997801957055 0.00370101378647319 0.00332588099663609 0.00399446326813344;0.00404236335158128 0.00328703300672963 0.00357243515288778 0.0304708378094533 0.00359849163902478 0.00334608751696397 0.00362397055345994 0.00437636067604024;0.00320811708593755 0.00303543795213361 0.00398997801957055 0.00359849163902478 0.0293005588391002 0.00301785610470431 0.00292175554390254 0.00476992446961922;0.00477214715093051 0.00461171684929793 0.00370101378647319 0.00334608751696397 0.00301785610470431 0.0313979723848209 0.00404180135530675 0.00438426183517927;0.00364250009558136 0.00340118744368493 0.00332588099663609 0.00362397055345994 0.00292175554390254 0.00404180135530675 0.0302515451997114 0.00420649134353835;0.00544041926639407 0.00380410895369297 0.00399446326813344 0.00437636067604024 0.00476992446961922 0.00438426183517927 0.00420649134353835 0.0294682560747377]
intento: 80 tiempo: 0.019 [0.0286467652264375 0.00410583420415112 0.00316086502679565 0.00428984842270209 0.00414728005759355 0.00443562643949397 0.0033045873174638 0.00324713152000308;0.00410583420415112 0.0292169196305093 0.00375972160951297 0.00342868883929302 0.00482268686768454 0.00292219144813725 0.00340241009312186 0.00345423897419061;0.00316086502679565 0.00375972160951297 0.0285501160634199 0.00417837968067676 0.00408223920662581 0.00384882259477118 0.00361183941870732 0.00305742805317389;0.00428984842270209 0.00342868883929302 0.00417837968067676 0.0287500571513102 0.00343516591756754 0.00392481872045875 0.0038061800939097 0.00316143168609352;0.00414728005759355 0.00482268686768454 0.00408223920662581 0.00343516591756754 0.0289733774609437 0.00350864293121709 0.0034256782833865 0.00284725016929211;0.00443562643949397 0.00292219144813725 0.00384882259477118 0.00392481872045875 0.00350864293121709 0.0279947564897449 0.00390808461940052 0.00261902847529095;0.0033045873174638 0.00340241009312186 0.00361183941870732 0.0038061800939097 0.0034256782833865 0.00390808461940052 0.027196175391603 0.00382995197351878;0.00324713152000308 0.00345423897419061 0.00305742805317389 0.00316143168609352 0.00284725016929211 0.00261902847529095 0.00382995197351878 0.0276493866102318]
intento: 82 tiempo: 0.018 [0.023836617094826 0.00243853546753587 0.00244429697057472 0.00251880516367007 0.00257211444697555 0.00316037411117213 0.00223365941277029 0.0024056325926967;0.00243853546753587 0.0238194342633997 0.00241518962214012 0.00276393469658449 0.00311143669496871 0.00270050596797545 0.00273731814743935 0.00292135303676977;0.00244429697057472 0.00241518962214012 0.0246207927383994 0.00347954084406394 0.00340322942159357 0.00303120559875519 0.00319388199445402 0.00319915512788969;0.00251880516367007 0.00276393469658449 0.00347954084406394 0.0259710888215038 0.00367933741705511 0.00391678920801087 0.00359241239124965 0.00286057725043696;0.00257211444697555 0.00311143669496871 0.00340322942159357 0.00367933741705511 0.0249357339409255 0.00345500151606585 0.0035904806633894 0.00231946647489333;0.00316037411117213 0.00270050596797545 0.00303120559875519 0.00391678920801087 0.00345500151606585 0.0245866239739721 0.00373231455011856 0.00302495116134894;0.00223365941277029 0.00273731814743935 0.00319388199445402 0.00359241239124965 0.0035904806633894 0.00373231455011856 0.0242884645346012 0.00336443059606125;0.0024056325926967 0.00292135303676977 0.00319915512788969 0.00286057725043696 0.00231946647489333 0.00302495116134894 0.00336443059606125 0.0252139266548655]
intento: 84 tiempo: 0.02 [0.0291021538044219 0.00424006596140666 0.00387505662271205 0.00483011985937489 0.00340949610160891 0.00399109747686175 0.00278530398590969 0.00389527903578989;0.00424006596140666 0.0284187019608411 0.00393995726260019 0.00460084452708175 0.00396394247067513 0.0032982502871879 0.00334953504493339 0.00318900199114913;0.00387505662271205 0.00393995726260019 0.0287796454846264 0.00364228028385771 0.00441587693081873 0.00284612692167646 0.00288157040840084 0.00404596884541662;0.00483011985937489 0.00460084452708175 0.00364228028385771 0.0280811813036757 0.00373415702714537 0.00424969844914652 0.00262771125102961 0.00382713215312052;0.00340949610160891 0.00396394247067513 0.00441587693081873 0.00373415702714537 0.0283456444721593 0.00351467942060919 0.0034123771256005 0.00421684060322903;0.00399109747686175 0.0032982502871879 0.00284612692167646 0.00424969844914652 0.00351467942060919 0.0279308575066198 0.00277998134312216 0.003396017327632;0.00278530398590969 0.00334953504493339 0.00288157040840084 0.00262771125102961 0.0034123771256005 0.00277998134312216 0.0269723227116334 0.0027346045911058;0.00389527903578989 0.00318900199114913 0.00404596884541662 0.00382713215312052 0.00421684060322903 0.003396017327632 0.0027346045911058 0.0281982870130613]
intento: 86 tiempo: 0.02 [0.0277184694764531 0.0036182046034586 0.00378347881202099 0.0037624128287805 0.00382039071845042 0.00338552013661112 0.00331342626403625 0.00360662032215557;0.0036182046034586 0.0292516112954777 0.00290655165972051 0.00357517877644647 0.00459404086048478 0.00451084018875092 0.00388628506794824 0.00375069199240373;0.00378347881202099 0.00290655165972051 0.0279010751078793 0.0024037302777341 0.00426687989648095 0.00238841574568296 0.00300699999718675 0.00237685938434829;0.0037624128287805 0.00357517877644647 0.0024037302777341 0.0275188626812613 0.00348595192220088 0.00323210142050797 0.00334255805899825 0.00369195569944914;0.00382039071845042 0.00459404086048478 0.00426687989648095 0.00348595192220088 0.0307090851864889 0.00422306020904146 0.00360455315328761 0.00409844538924116;0.00338552013661112 0.00451084018875092 0.00238841574568296 0.00323210142050797 0.00422306020904146 0.0280440601533608 0.00372222707979576 0.0048893210410762;0.00331342626403625 0.00388628506794824 0.00300699999718675 0.00334255805899825 0.00360455315328761 0.00372222707979576 0.0269384744510849 0.00379184770949604;0.00360662032215557 0.00375069199240373 0.00237685938434829 0.00369195569944914 0.00409844538924116 0.0048893210410762 0.00379184770949604 0.0296222559152205]
